4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01;4.000000000000000222e-01
2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01;2.000000000000000111e-01
1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01;1.333333333333333315e-01
1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01;1.000000000000000056e-01
8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02;8.000000000000000167e-02
6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02;6.666666666666666574e-02
5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02;5.714285714285714801e-02
5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02;5.000000000000000278e-02
4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02;4.444444444444444614e-02
4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02;4.000000000000000083e-02
3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02;3.636363636363636881e-02
3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02;3.333333333333333287e-02
3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02;3.076923076923077094e-02
2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02;2.857142857142857401e-02
2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02;2.666666666666666838e-02
